"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (59-58-19-15-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (59-58-19-15-11-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (58-26-04-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (58-26-04-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (54-45-08-31-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (54-45-08-31-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (54-34-23-14-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (54-34-23-14-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (53-44-05-08-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (53-44-05-08-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (44-18-03-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (44-18-03-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (43-25-12-26-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (43-25-12-26-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (38-03-06-12-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (38-03-06-12-11-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (34-41-01-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (34-41-01-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (29-48-03-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (29-48-03-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (28-45-19-05-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (28-45-19-05-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (23-07-16-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (23-07-16-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (19-07-04-05-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (19-07-04-05-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (17-43-22-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (17-43-22-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (11-48-22-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (11-48-22-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (10-13-23-13-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (10-13-23-13-11-2015)","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A5P0D0BG3H7FQ","https://requester.mturk.com/workers/A5P0D0BG3H7FQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A5QKEBDPS1EAY","https://requester.mturk.com/workers/A5QKEBDPS1EAY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A5UCKJLGYRTNA","https://requester.mturk.com/workers/A5UCKJLGYRTNA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A5XQ30GQTHHK6","https://requester.mturk.com/workers/A5XQ30GQTHHK6","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A60IJT6QFANRA","https://requester.mturk.com/workers/A60IJT6QFANRA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A63VR1SQY9T04","https://requester.mturk.com/workers/A63VR1SQY9T04","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A64GQTI7F4T5L","https://requester.mturk.com/workers/A64GQTI7F4T5L","2","2","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A68DR8N5ZYMR6","https://requester.mturk.com/workers/A68DR8N5ZYMR6","2","2","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6CM1Y0QA29VU","https://requester.mturk.com/workers/A6CM1Y0QA29VU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6FMGGN74ZJ7C","https://requester.mturk.com/workers/A6FMGGN74ZJ7C","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","50","","","","","","50","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A6HPB3KHOXP4U","https://requester.mturk.com/workers/A6HPB3KHOXP4U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6JOC24PSUEEC","https://requester.mturk.com/workers/A6JOC24PSUEEC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6NRITLT91HTU","https://requester.mturk.com/workers/A6NRITLT91HTU","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A6ORRFI3XOACA","https://requester.mturk.com/workers/A6ORRFI3XOACA","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6PV3PJDPF7BE","https://requester.mturk.com/workers/A6PV3PJDPF7BE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6RSGZVSLN6L7","https://requester.mturk.com/workers/A6RSGZVSLN6L7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6UIG0IBG5X5S","https://requester.mturk.com/workers/A6UIG0IBG5X5S","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A6UIUV1C3DDMC","https://requester.mturk.com/workers/A6UIUV1C3DDMC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A6WKO0D7PNZCA","https://requester.mturk.com/workers/A6WKO0D7PNZCA","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7275TLAGK7Z6","https://requester.mturk.com/workers/A7275TLAGK7Z6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A74EYSZ2A1Z3V","https://requester.mturk.com/workers/A74EYSZ2A1Z3V","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A78RWQ5BX61DS","https://requester.mturk.com/workers/A78RWQ5BX61DS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7AS90I7YBIPZ","https://requester.mturk.com/workers/A7AS90I7YBIPZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7CIYX00EY626","https://requester.mturk.com/workers/A7CIYX00EY626","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7H9ELG9GC20S","https://requester.mturk.com/workers/A7H9ELG9GC20S","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A7HQVHMA5J0LO","https://requester.mturk.com/workers/A7HQVHMA5J0LO","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7K2NE6663PVV","https://requester.mturk.com/workers/A7K2NE6663PVV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7KLTVEIASF4J","https://requester.mturk.com/workers/A7KLTVEIASF4J","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A7LI3EMPK87SC","https://requester.mturk.com/workers/A7LI3EMPK87SC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7MTKYSUBNLFF","https://requester.mturk.com/workers/A7MTKYSUBNLFF","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7OAQAJX2Z4MN","https://requester.mturk.com/workers/A7OAQAJX2Z4MN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7PG3ZIJ7XBL4","https://requester.mturk.com/workers/A7PG3ZIJ7XBL4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7R3X2K7NZPJQ","https://requester.mturk.com/workers/A7R3X2K7NZPJQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7REZ702LKVPR","https://requester.mturk.com/workers/A7REZ702LKVPR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7SOK8RXFBBII","https://requester.mturk.com/workers/A7SOK8RXFBBII","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7TL8YNPMV95T","https://requester.mturk.com/workers/A7TL8YNPMV95T","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7VLP873F15JW","https://requester.mturk.com/workers/A7VLP873F15JW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7WMTM68WSI7A","https://requester.mturk.com/workers/A7WMTM68WSI7A","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7X5NLL0PXZ1R","https://requester.mturk.com/workers/A7X5NLL0PXZ1R","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A7XJYI52AZB1M","https://requester.mturk.com/workers/A7XJYI52AZB1M","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7Y57LYUL8SPF","https://requester.mturk.com/workers/A7Y57LYUL8SPF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A7YF5HW171BSD","https://requester.mturk.com/workers/A7YF5HW171BSD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A82DX6O8GUBGU","https://requester.mturk.com/workers/A82DX6O8GUBGU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A87SN7M06KJKM","https://requester.mturk.com/workers/A87SN7M06KJKM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A88XBOTPJQK0G","https://requester.mturk.com/workers/A88XBOTPJQK0G","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A899L8WYC76AD","https://requester.mturk.com/workers/A899L8WYC76AD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","50","","50","","50","","50","","","","Never Blocked","",""
"A89MMK3YHA7VL","https://requester.mturk.com/workers/A89MMK3YHA7VL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8DV44IJB2S4N","https://requester.mturk.com/workers/A8DV44IJB2S4N","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8EFYHEFE8S9C","https://requester.mturk.com/workers/A8EFYHEFE8S9C","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8EO864QVNMC2","https://requester.mturk.com/workers/A8EO864QVNMC2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8JFLG6CFLTEE","https://requester.mturk.com/workers/A8JFLG6CFLTEE","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8MBISMEGYCA4","https://requester.mturk.com/workers/A8MBISMEGYCA4","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8MFZOKZ7DV0X","https://requester.mturk.com/workers/A8MFZOKZ7DV0X","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8P1K1W1UO6Y3","https://requester.mturk.com/workers/A8P1K1W1UO6Y3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8PON011324TD","https://requester.mturk.com/workers/A8PON011324TD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8Q5Q60OS1LWS","https://requester.mturk.com/workers/A8Q5Q60OS1LWS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A8V4K61KQLCRD","https://requester.mturk.com/workers/A8V4K61KQLCRD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8ZGO0JXF6ERI","https://requester.mturk.com/workers/A8ZGO0JXF6ERI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A8ZGQ2H3K99B5","https://requester.mturk.com/workers/A8ZGQ2H3K99B5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A91E9WB4RIHV5","https://requester.mturk.com/workers/A91E9WB4RIHV5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A92VG5VVLU6P8","https://requester.mturk.com/workers/A92VG5VVLU6P8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9404Q9G3KSJT","https://requester.mturk.com/workers/A9404Q9G3KSJT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A94OW5MGLVBHM","https://requester.mturk.com/workers/A94OW5MGLVBHM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A95M6ICQG55RF","https://requester.mturk.com/workers/A95M6ICQG55RF","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A98XD7POG9MNZ","https://requester.mturk.com/workers/A98XD7POG9MNZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9ABYLNNKMZ7P","https://requester.mturk.com/workers/A9ABYLNNKMZ7P","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9BNNTWCHGR4","https://requester.mturk.com/workers/A9BNNTWCHGR4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9IDEQXUENEI4","https://requester.mturk.com/workers/A9IDEQXUENEI4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9IWWWKFNAGOE","https://requester.mturk.com/workers/A9IWWWKFNAGOE","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9K0CV70JWG1W","https://requester.mturk.com/workers/A9K0CV70JWG1W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9KLWB70I12U7","https://requester.mturk.com/workers/A9KLWB70I12U7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9O77Z0LFMTD2","https://requester.mturk.com/workers/A9O77Z0LFMTD2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9P42NZX9MM5Z","https://requester.mturk.com/workers/A9P42NZX9MM5Z","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9QAS24BIY5UJ","https://requester.mturk.com/workers/A9QAS24BIY5UJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9RGZMMWG848U","https://requester.mturk.com/workers/A9RGZMMWG848U","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9UCDP0W2FVAV","https://requester.mturk.com/workers/A9UCDP0W2FVAV","16","16","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A9ZJ1YJE2T8ZA","https://requester.mturk.com/workers/A9ZJ1YJE2T8ZA","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"AA1RF2WA6NLP8","https://requester.mturk.com/workers/AA1RF2WA6NLP8","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AA3P3SEAI1FP","https://requester.mturk.com/workers/AA3P3SEAI1FP","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"AA6TAJFJ3H400","https://requester.mturk.com/workers/AA6TAJFJ3H400","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AA9KI5VCIC7S2","https://requester.mturk.com/workers/AA9KI5VCIC7S2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AA9MGSTWPHBDC","https://requester.mturk.com/workers/AA9MGSTWPHBDC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","50","","50","","50","","50","","","","Never Blocked","",""
"AA9NE6OYADOVA","https://requester.mturk.com/workers/AA9NE6OYADOVA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AABZIG36VNJZK","https://requester.mturk.com/workers/AABZIG36VNJZK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AAH46IGA7BOZC","https://requester.mturk.com/workers/AAH46IGA7BOZC","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"AAHD6IAAOUN1F","https://requester.mturk.com/workers/AAHD6IAAOUN1F","3","3","100.00%","1","1","100.00%","1","1","100.00%","50","","50","","","","50","","","","","","50","","","","50","","","","50","","","","","","","","","","","","Never Blocked","",""
"AAHFVCO1S1JFB","https://requester.mturk.com/workers/AAHFVCO1S1JFB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AAHZCL4LIPCBQ","https://requester.mturk.com/workers/AAHZCL4LIPCBQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AAIIZJLYTB4SA","https://requester.mturk.com/workers/AAIIZJLYTB4SA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AAIJ7CYFTZ1LU","https://requester.mturk.com/workers/AAIJ7CYFTZ1LU","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","","","","","","","","","Never Blocked","",""
"AANN6OGXLXALO","https://requester.mturk.com/workers/AANN6OGXLXALO","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"AAS2VSGJMBZ92","https://requester.mturk.com/workers/AAS2VSGJMBZ92","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AAUTGSJNLCAIR","https://requester.mturk.com/workers/AAUTGSJNLCAIR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"AAV67DV7UBGE","https://requester.mturk.com/workers/AAV67DV7UBGE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AAWMZ1HKXEFNY","https://requester.mturk.com/workers/AAWMZ1HKXEFNY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","","","","","","","","","Never Blocked","",""
"AAYBIHUV87JQ7","https://requester.mturk.com/workers/AAYBIHUV87JQ7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AB2W43YXRS4KB","https://requester.mturk.com/workers/AB2W43YXRS4KB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AB5IVPS4OP9M8","https://requester.mturk.com/workers/AB5IVPS4OP9M8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AB7EGJK68X9P3","https://requester.mturk.com/workers/AB7EGJK68X9P3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AB9OKOQAD8OSP","https://requester.mturk.com/workers/AB9OKOQAD8OSP","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"ABAV4NZ1O9O9U","https://requester.mturk.com/workers/ABAV4NZ1O9O9U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABBZGF22NICO7","https://requester.mturk.com/workers/ABBZGF22NICO7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABF3ITT2M64ZM","https://requester.mturk.com/workers/ABF3ITT2M64ZM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","","","","","","","","","Never Blocked","",""
"ABGRXL1NECU2D","https://requester.mturk.com/workers/ABGRXL1NECU2D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABM77ZQWCHPNX","https://requester.mturk.com/workers/ABM77ZQWCHPNX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABMETPI4AAAAM","https://requester.mturk.com/workers/ABMETPI4AAAAM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABNYPC09TJUR1","https://requester.mturk.com/workers/ABNYPC09TJUR1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABQ5M3MC91S93","https://requester.mturk.com/workers/ABQ5M3MC91S93","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABRURX5A3T17V","https://requester.mturk.com/workers/ABRURX5A3T17V","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ABRVI09I6PIBS","https://requester.mturk.com/workers/ABRVI09I6PIBS","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
